session,BL[0 0],BL[0 1],BL[0 2],BL[0 3],BL[0 4],BL[0 5],BL[0 6],BL[0 7],BL[0 8],BL[0 9],BL[0 10],BL[0 11],BL[0 12],BL[0 13],BL[0 14],BL[0 15],BL[1 0],BL[1 1],BL[1 2],BL[1 3],BL[1 4],BL[1 5],BL[1 6],BL[1 7],BL[1 8],BL[1 9],BL[1 10],BL[1 11],BL[1 12],BL[1 13],BL[1 14],BL[1 15],BL[2 0],BL[2 1],BL[2 2],BL[2 3],BL[2 4],BL[2 5],BL[2 6],BL[2 7],BL[2 8],BL[2 9],BL[2 10],BL[2 11],BL[2 12],BL[2 13],BL[2 14],BL[2 15],BL[3 0],BL[3 1],BL[3 2],BL[3 3],BL[3 4],BL[3 5],BL[3 6],BL[3 7],BL[3 8],BL[3 9],BL[3 10],BL[3 11],BL[3 12],BL[3 13],BL[3 14],BL[3 15],BL[4 0],BL[4 1],BL[4 2],BL[4 3],BL[4 4],BL[4 5],BL[4 6],BL[4 7],BL[4 8],BL[4 9],BL[4 10],BL[4 11],BL[4 12],BL[4 13],BL[4 14],BL[4 15],BL[5 0],BL[5 1],BL[5 2],BL[5 3],BL[5 4],BL[5 5],BL[5 6],BL[5 7],BL[5 8],BL[5 9],BL[5 10],BL[5 11],BL[5 12],BL[5 13],BL[5 14],BL[5 15],BL[6 0],BL[6 1],BL[6 2],BL[6 3],BL[6 4],BL[6 5],BL[6 6],BL[6 7],BL[6 8],BL[6 9],BL[6 10],BL[6 11],BL[6 12],BL[6 13],BL[6 14],BL[6 15],BL[7 0],BL[7 1],BL[7 2],BL[7 3],BL[7 4],BL[7 5],BL[7 6],BL[7 7],BL[7 8],BL[7 9],BL[7 10],BL[7 11],BL[7 12],BL[7 13],BL[7 14],BL[7 15],BL[8 0],BL[8 1],BL[8 2],BL[8 3],BL[8 4],BL[8 5],BL[8 6],BL[8 7],BL[8 8],BL[8 9],BL[8 10],BL[8 11],BL[8 12],BL[8 13],BL[8 14],BL[8 15],BL[9 0],BL[9 1],BL[9 2],BL[9 3],BL[9 4],BL[9 5],BL[9 6],BL[9 7],BL[9 8],BL[9 9],BL[9 10],BL[9 11],BL[9 12],BL[9 13],BL[9 14],BL[9 15],BL[10 0],BL[10 1],BL[10 2],BL[10 3],BL[10 4],BL[10 5],BL[10 6],BL[10 7],BL[10 8],BL[10 9],BL[10 10],BL[10 11],BL[10 12],BL[10 13],BL[10 14],BL[10 15],BL[11 0],BL[11 1],BL[11 2],BL[11 3],BL[11 4],BL[11 5],BL[11 6],BL[11 7],BL[11 8],BL[11 9],BL[11 10],BL[11 11],BL[11 12],BL[11 13],BL[11 14],BL[11 15],BL[12 0],BL[12 1],BL[12 2],BL[12 3],BL[12 4],BL[12 5],BL[12 6],BL[12 7],BL[12 8],BL[12 9],BL[12 10],BL[12 11],BL[12 12],BL[12 13],BL[12 14],BL[12 15],BL[13 0],BL[13 1],BL[13 2],BL[13 3],BL[13 4],BL[13 5],BL[13 6],BL[13 7],BL[13 8],BL[13 9],BL[13 10],BL[13 11],BL[13 12],BL[13 13],BL[13 14],BL[13 15],BL[14 0],BL[14 1],BL[14 2],BL[14 3],BL[14 4],BL[14 5],BL[14 6],BL[14 7],BL[14 8],BL[14 9],BL[14 10],BL[14 11],BL[14 12],BL[14 13],BL[14 14],BL[14 15],BL[15 0],BL[15 1],BL[15 2],BL[15 3],BL[15 4],BL[15 5],BL[15 6],BL[15 7],BL[15 8],BL[15 9],BL[15 10],BL[15 11],BL[15 12],BL[15 13],BL[15 14],BL[15 15],BL[16 0],BL[16 1],BL[16 2],BL[16 3],BL[16 4],BL[16 5],BL[16 6],BL[16 7],BL[16 8],BL[16 9],BL[16 10],BL[16 11],BL[16 12],BL[16 13],BL[16 14],BL[16 15],BL[17 0],BL[17 1],BL[17 2],BL[17 3],BL[17 4],BL[17 5],BL[17 6],BL[17 7],BL[17 8],BL[17 9],BL[17 10],BL[17 11],BL[17 12],BL[17 13],BL[17 14],BL[17 15],BL[18 0],BL[18 1],BL[18 2],BL[18 3],BL[18 4],BL[18 5],BL[18 6],BL[18 7],BL[18 8],BL[18 9],BL[18 10],BL[18 11],BL[18 12],BL[18 13],BL[18 14],BL[18 15],BL[19 0],BL[19 1],BL[19 2],BL[19 3],BL[19 4],BL[19 5],BL[19 6],BL[19 7],BL[19 8],BL[19 9],BL[19 10],BL[19 11],BL[19 12],BL[19 13],BL[19 14],BL[19 15],Bi[0 0],Bi[0 1],Bi[0 2],Bi[0 3],Bi[0 4],Bi[0 5],Bi[0 6],Bi[0 7],Bi[0 8],Bi[0 9],Bi[0 10],Bi[0 11],Bi[0 12],Bi[0 13],Bi[0 14],Bi[0 15],Bi[1 0],Bi[1 1],Bi[1 2],Bi[1 3],Bi[1 4],Bi[1 5],Bi[1 6],Bi[1 7],Bi[1 8],Bi[1 9],Bi[1 10],Bi[1 11],Bi[1 12],Bi[1 13],Bi[1 14],Bi[1 15],Bi[2 0],Bi[2 1],Bi[2 2],Bi[2 3],Bi[2 4],Bi[2 5],Bi[2 6],Bi[2 7],Bi[2 8],Bi[2 9],Bi[2 10],Bi[2 11],Bi[2 12],Bi[2 13],Bi[2 14],Bi[2 15],Bi[3 0],Bi[3 1],Bi[3 2],Bi[3 3],Bi[3 4],Bi[3 5],Bi[3 6],Bi[3 7],Bi[3 8],Bi[3 9],Bi[3 10],Bi[3 11],Bi[3 12],Bi[3 13],Bi[3 14],Bi[3 15],Bi[4 0],Bi[4 1],Bi[4 2],Bi[4 3],Bi[4 4],Bi[4 5],Bi[4 6],Bi[4 7],Bi[4 8],Bi[4 9],Bi[4 10],Bi[4 11],Bi[4 12],Bi[4 13],Bi[4 14],Bi[4 15],Bi[5 0],Bi[5 1],Bi[5 2],Bi[5 3],Bi[5 4],Bi[5 5],Bi[5 6],Bi[5 7],Bi[5 8],Bi[5 9],Bi[5 10],Bi[5 11],Bi[5 12],Bi[5 13],Bi[5 14],Bi[5 15],Bi[6 0],Bi[6 1],Bi[6 2],Bi[6 3],Bi[6 4],Bi[6 5],Bi[6 6],Bi[6 7],Bi[6 8],Bi[6 9],Bi[6 10],Bi[6 11],Bi[6 12],Bi[6 13],Bi[6 14],Bi[6 15],Bi[7 0],Bi[7 1],Bi[7 2],Bi[7 3],Bi[7 4],Bi[7 5],Bi[7 6],Bi[7 7],Bi[7 8],Bi[7 9],Bi[7 10],Bi[7 11],Bi[7 12],Bi[7 13],Bi[7 14],Bi[7 15],Bi[8 0],Bi[8 1],Bi[8 2],Bi[8 3],Bi[8 4],Bi[8 5],Bi[8 6],Bi[8 7],Bi[8 8],Bi[8 9],Bi[8 10],Bi[8 11],Bi[8 12],Bi[8 13],Bi[8 14],Bi[8 15],Bi[9 0],Bi[9 1],Bi[9 2],Bi[9 3],Bi[9 4],Bi[9 5],Bi[9 6],Bi[9 7],Bi[9 8],Bi[9 9],Bi[9 10],Bi[9 11],Bi[9 12],Bi[9 13],Bi[9 14],Bi[9 15],Bi[10 0],Bi[10 1],Bi[10 2],Bi[10 3],Bi[10 4],Bi[10 5],Bi[10 6],Bi[10 7],Bi[10 8],Bi[10 9],Bi[10 10],Bi[10 11],Bi[10 12],Bi[10 13],Bi[10 14],Bi[10 15],Bi[11 0],Bi[11 1],Bi[11 2],Bi[11 3],Bi[11 4],Bi[11 5],Bi[11 6],Bi[11 7],Bi[11 8],Bi[11 9],Bi[11 10],Bi[11 11],Bi[11 12],Bi[11 13],Bi[11 14],Bi[11 15],Bi[12 0],Bi[12 1],Bi[12 2],Bi[12 3],Bi[12 4],Bi[12 5],Bi[12 6],Bi[12 7],Bi[12 8],Bi[12 9],Bi[12 10],Bi[12 11],Bi[12 12],Bi[12 13],Bi[12 14],Bi[12 15],Bi[13 0],Bi[13 1],Bi[13 2],Bi[13 3],Bi[13 4],Bi[13 5],Bi[13 6],Bi[13 7],Bi[13 8],Bi[13 9],Bi[13 10],Bi[13 11],Bi[13 12],Bi[13 13],Bi[13 14],Bi[13 15],Bi[14 0],Bi[14 1],Bi[14 2],Bi[14 3],Bi[14 4],Bi[14 5],Bi[14 6],Bi[14 7],Bi[14 8],Bi[14 9],Bi[14 10],Bi[14 11],Bi[14 12],Bi[14 13],Bi[14 14],Bi[14 15],Bi[15 0],Bi[15 1],Bi[15 2],Bi[15 3],Bi[15 4],Bi[15 5],Bi[15 6],Bi[15 7],Bi[15 8],Bi[15 9],Bi[15 10],Bi[15 11],Bi[15 12],Bi[15 13],Bi[15 14],Bi[15 15],Bi[16 0],Bi[16 1],Bi[16 2],Bi[16 3],Bi[16 4],Bi[16 5],Bi[16 6],Bi[16 7],Bi[16 8],Bi[16 9],Bi[16 10],Bi[16 11],Bi[16 12],Bi[16 13],Bi[16 14],Bi[16 15],Bi[17 0],Bi[17 1],Bi[17 2],Bi[17 3],Bi[17 4],Bi[17 5],Bi[17 6],Bi[17 7],Bi[17 8],Bi[17 9],Bi[17 10],Bi[17 11],Bi[17 12],Bi[17 13],Bi[17 14],Bi[17 15],Bi[18 0],Bi[18 1],Bi[18 2],Bi[18 3],Bi[18 4],Bi[18 5],Bi[18 6],Bi[18 7],Bi[18 8],Bi[18 9],Bi[18 10],Bi[18 11],Bi[18 12],Bi[18 13],Bi[18 14],Bi[18 15],Bi[19 0],Bi[19 1],Bi[19 2],Bi[19 3],Bi[19 4],Bi[19 5],Bi[19 6],Bi[19 7],Bi[19 8],Bi[19 9],Bi[19 10],Bi[19 11],Bi[19 12],Bi[19 13],Bi[19 14],Bi[19 15],SourceDip,HeatTrap,Other
9001003,18,21,19,21,22,15,21,22,20,22,24,21,15,22,21,18,22,19,22,24,20,20,24,19,23,17,18,19,25,17,18,21,21,16,20,20,18,20,17,19,22,15,24,22,21,25,18,17,19,23,16,18,18,15,18,19,21,20,29,16,18,19,16,18,20,24,20,21,23,19,15,19,21,18,19,22,18,18,22,16,17,22,20,25,18,20,17,20,17,17,20,18,25,19,18,16,25,16,25,18,16,21,23,22,17,16,21,15,24,22,20,17,19,21,22,21,29,21,20,17,20,19,24,17,26,20,18,31,23,19,19,17,19,19,15,23,24,20,15,24,17,27,26,18,15,22,21,23,19,19,22,26,21,23,20,16,18,20,17,17,23,16,20,22,17,20,20,27,23,21,22,20,23,17,18,17,25,18,26,18,21,17,26,17,21,17,18,20,19,23,20,19,21,18,19,18,21,26,20,23,22,20,23,21,17,22,22,24,22,20,23,25,22,23,24,18,19,18,17,17,16,20,18,20,22,25,25,21,18,20,17,21,24,23,19,20,18,18,23,24,19,20,20,24,20,23,20,23,21,17,20,26,21,20,20,23,19,24,20,19,30,26,27,15,20,19,17,20,17,24,24,19,21,27,18,20,20,20,25,23,17,16,19,18,21,21,27,16,20,17,19,21,22,18,21,19,23,25,24,26,19,34,19,19,24,22,23,23,24,19,20,23,18,26,17,18,19,26,22,27,6,6,7,7,6,5,6,7,3,7,9,8,6,7,6,5,5,6,3,6,7,8,5,7,5,8,4,5,7,6,1,7,9,7,5,4,4,6,5,6,4,5,6,6,5,7,8,7,7,7,9,5,7,7,8,10,8,2,6,9,5,6,3,4,6,7,5,7,9,7,9,7,7,7,7,9,5,9,5,7,5,6,7,5,6,4,5,7,7,7,6,6,5,4,10,6,5,5,4,7,5,5,5,9,6,7,7,4,3,9,2,6,2,7,4,7,7,4,7,4,6,6,6,7,5,7,7,7,5,4,5,5,10,9,7,2,5,4,7,7,7,5,5,5,7,6,6,4,7,6,4,5,8,3,4,6,8,5,6,6,3,7,5,9,7,7,8,5,7,4,4,7,7,4,1,8,4,7,6,7,4,7,6,2,6,6,9,6,2,7,7,5,7,7,6,5,6,4,9,6,7,7,8,5,7,5,7,6,8,7,3,5,7,2,7,5,3,5,5,11,4,6,6,7,7,6,4,9,6,5,7,7,6,6,6,7,7,9,6,9,6,5,7,8,5,12,5,6,3,9,6,8,8,9,3,6,5,5,5,6,9,7,7,6,9,4,6,4,5,5,6,5,11,7,6,6,7,8,6,9,5,8,6,7,9,8,8,6,5,7,8,4,6,5,2,7,6,5,8,5,5,8,9,7,8,4,7,6,6,8,5,7,5,10,6,7,8,8,7,8,0,0,0
9002004,14,15,21,16,12,14,14,15,15,18,15,15,20,14,20,19,14,14,19,16,12,16,16,16,17,20,16,13,21,18,14,19,17,18,19,14,17,13,15,18,15,14,17,15,16,14,21,13,19,18,18,19,22,17,16,19,16,18,15,23,19,14,19,20,13,16,14,16,17,22,18,16,18,21,18,17,18,22,15,16,17,19,16,16,20,26,19,17,17,19,18,15,18,13,14,19,18,15,16,14,19,18,20,17,14,20,22,20,18,16,26,21,19,17,17,17,19,15,16,24,16,18,17,16,16,14,16,16,12,16,16,17,22,15,17,12,16,15,15,15,12,17,12,17,18,17,17,17,13,15,14,13,15,15,15,14,18,14,16,14,23,15,14,16,12,15,14,15,17,17,17,17,17,14,15,14,14,15,19,12,20,15,13,18,22,14,25,20,12,18,15,20,16,15,16,13,15,13,15,17,14,18,17,16,14,11,14,16,20,17,14,14,12,12,18,19,15,17,15,16,15,16,16,12,15,13,20,16,17,14,17,15,16,15,14,14,14,14,15,15,14,18,16,15,13,12,17,16,14,12,18,18,18,18,20,13,14,17,13,14,18,17,22,21,18,18,16,17,17,19,18,16,12,16,17,17,14,16,15,14,15,21,26,14,15,19,15,16,13,20,15,14,13,12,12,18,19,21,12,18,14,18,18,12,15,15,16,14,15,18,14,16,16,19,17,13,13,17,12,12,6,4,3,6,6,6,4,4,6,2,3,6,8,5,9,6,5,7,3,5,5,1,8,4,3,6,6,7,5,7,3,6,5,4,3,6,6,5,5,4,5,3,4,8,8,8,5,3,6,7,2,5,6,5,4,6,6,5,6,3,6,5,6,2,4,6,4,4,7,5,2,5,1,3,6,2,5,7,6,7,4,5,9,3,7,3,2,3,5,3,2,5,2,6,3,5,5,6,5,4,5,5,4,8,3,5,2,3,8,2,7,4,7,7,6,10,8,2,5,5,6,5,5,7,5,6,5,6,4,10,4,3,8,4,2,4,2,6,4,4,5,4,3,2,1,7,8,6,6,4,4,4,3,8,5,6,4,3,4,7,5,6,6,7,3,4,6,4,4,5,4,4,7,6,7,5,5,6,1,4,6,4,4,4,6,4,3,3,3,8,6,4,7,6,1,8,5,5,5,4,6,5,5,2,5,4,5,5,4,4,2,5,8,4,3,6,3,5,5,5,5,4,0,6,3,5,3,6,4,6,5,5,7,7,7,2,7,4,3,6,8,5,2,4,7,6,7,6,6,3,5,5,6,7,4,8,6,4,3,7,4,6,7,6,7,4,6,6,4,6,6,1,4,5,5,9,3,7,8,6,6,6,3,6,6,3,7,4,4,4,7,7,5,8,6,4,5,4,3,3,4,7,3,2,5,7,6,1,4,5,7,5,4,5,6,5,4,5,5,5,0,0,0
9003005,16,15,12,17,18,17,19,18,14,18,15,14,15,14,17,19,12,15,16,18,15,19,15,25,24,14,17,13,17,17,13,16,19,11,16,16,17,19,11,15,15,19,15,21,13,14,13,14,14,17,20,14,18,15,13,16,16,17,14,13,13,19,19,21,13,18,14,20,20,20,11,20,13,23,17,19,15,13,12,15,15,17,16,15,15,13,18,16,20,17,16,13,14,13,18,12,15,18,12,19,15,14,15,18,13,16,14,16,15,14,19,13,14,14,15,23,14,15,13,21,16,14,14,15,21,13,16,15,18,14,19,18,19,21,16,15,16,17,16,19,19,16,15,15,21,14,17,17,17,16,18,17,17,16,14,15,21,21,14,26,15,19,14,18,17,16,18,16,14,15,19,16,17,17,16,18,16,20,19,18,14,15,14,17,17,21,18,14,18,17,15,16,15,15,16,18,17,13,14,14,19,15,15,16,23,20,20,17,20,14,15,16,20,18,15,18,16,16,14,15,15,24,19,17,21,18,19,16,20,25,17,15,17,17,17,21,16,17,13,16,17,18,22,21,12,15,18,18,16,13,20,21,21,15,17,16,14,14,12,17,14,14,14,15,16,12,16,16,15,17,15,16,18,18,18,13,17,13,13,14,15,16,23,16,13,14,16,20,16,18,16,17,14,17,18,15,16,13,16,17,16,22,18,19,16,16,16,15,16,19,18,16,15,13,12,17,14,13,15,18,2,7,5,4,5,6,4,3,9,7,2,2,6,4,4,3,5,2,3,7,5,5,3,4,6,4,3,4,2,5,5,3,3,2,6,6,3,6,4,6,3,5,5,2,5,8,6,4,6,8,6,4,3,6,5,6,3,5,6,5,3,6,5,8,6,7,5,7,6,3,4,4,1,6,5,6,4,4,2,3,6,7,8,4,5,6,5,5,4,3,7,5,6,5,5,7,8,4,5,5,4,4,5,4,5,5,2,6,6,3,6,7,6,5,4,6,5,5,6,4,6,7,3,4,4,5,7,6,4,3,7,4,6,3,6,5,5,7,4,7,8,7,5,5,4,3,6,7,7,9,5,8,6,4,7,6,2,6,7,8,4,5,6,6,4,6,6,5,5,5,5,5,7,1,5,6,6,5,7,7,7,7,3,7,7,8,7,5,6,2,7,6,2,1,8,2,4,6,6,9,4,4,5,7,4,8,6,5,5,5,6,4,5,3,2,5,8,4,1,5,7,7,7,6,7,5,6,6,6,4,5,7,4,7,3,6,5,6,2,4,7,4,4,5,5,5,5,4,6,3,7,5,2,7,3,2,8,4,2,5,5,2,7,4,3,2,5,4,4,6,3,5,4,5,4,4,7,7,4,4,7,6,3,2,5,4,5,6,7,6,5,6,6,8,3,5,4,6,4,4,4,2,6,3,5,4,4,7,5,4,5,4,5,5,7,1,6,5,7,3,0,0,0
9004006,10,11,12,11,13,15,13,12,13,12,12,12,11,12,11,13,9,9,12,11,13,12,9,8,9,8,8,13,8,8,22,12,9,10,11,15,14,11,10,12,9,12,12,12,11,9,11,12,9,12,13,11,12,14,10,11,12,17,12,12,15,12,9,9,12,12,9,10,10,10,12,14,16,9,12,11,11,13,11,15,10,10,10,10,10,8,8,13,10,9,11,10,10,18,9,11,8,10,8,10,9,9,9,12,10,14,13,18,10,11,9,10,12,12,11,16,12,9,16,13,12,12,9,12,10,14,11,13,9,8,12,8,11,8,8,9,9,11,9,12,12,13,8,9,10,9,10,10,8,11,9,11,8,14,10,7,9,9,23,18,14,10,8,9,12,13,10,9,9,9,13,14,9,11,9,12,9,13,10,11,11,10,14,13,18,8,11,9,13,15,13,10,16,13,13,10,11,12,12,9,11,9,14,10,11,16,13,11,10,14,13,8,11,10,14,14,10,9,9,12,10,12,13,14,15,15,8,11,12,11,9,13,8,8,12,10,11,10,15,10,15,10,9,9,11,13,12,11,11,10,16,10,13,11,10,12,12,11,16,11,13,10,13,13,12,10,10,14,8,9,9,10,15,12,11,13,10,10,10,11,9,10,9,16,11,12,15,13,10,13,12,10,11,9,13,12,14,10,10,16,9,11,12,10,9,12,11,13,10,10,10,9,11,15,10,10,13,11,9,10,3,1,4,1,3,3,4,6,2,3,3,2,4,5,3,2,3,5,4,3,3,4,1,5,2,3,4,3,6,5,4,3,3,2,3,5,2,6,6,3,4,3,5,2,4,1,4,2,3,4,4,2,4,4,5,3,1,1,2,3,4,4,4,5,2,7,2,3,4,4,5,1,7,5,3,4,4,5,0,3,4,4,4,4,6,4,2,1,3,4,2,5,4,7,1,2,5,5,2,2,7,4,3,5,4,6,5,6,2,4,2,6,4,5,2,5,3,6,3,3,1,3,4,2,4,3,3,3,2,4,2,4,6,5,3,4,6,3,2,4,3,3,3,3,3,5,2,3,1,2,2,3,1,3,2,6,1,1,4,5,2,3,5,3,3,3,5,6,4,3,2,2,4,4,5,4,1,3,7,0,5,4,3,3,3,2,4,0,3,5,3,2,2,3,6,2,3,3,3,1,5,5,7,1,5,4,4,1,4,3,2,4,2,4,6,2,3,4,5,4,5,3,3,4,2,6,5,1,2,3,6,4,1,3,2,4,3,3,3,5,5,3,3,4,5,1,3,3,3,4,3,1,5,4,4,1,4,4,3,4,2,4,5,3,4,4,3,3,2,4,4,4,5,4,3,5,5,2,6,6,4,2,3,2,3,2,5,3,5,3,5,4,3,3,1,2,4,3,4,3,3,3,2,3,3,3,6,3,4,4,3,3,5,4,6,4,1,3,4,8,0,0,0
9005007,14,12,16,17,12,18,10,15,12,16,16,10,13,14,17,12,19,16,11,15,12,10,14,12,12,13,10,16,21,10,12,13,11,14,12,12,11,18,13,16,12,13,18,11,16,11,15,11,13,10,15,13,17,15,11,10,11,12,13,13,16,20,12,13,11,11,17,14,14,12,13,9,11,15,11,9,19,12,13,14,13,14,12,12,13,15,15,9,11,12,10,13,15,12,15,11,11,14,16,16,14,15,12,11,12,9,10,14,12,14,12,10,17,12,13,12,11,13,13,11,9,11,13,15,12,12,11,12,11,9,13,12,12,9,12,13,11,14,14,11,12,11,11,9,11,12,12,10,16,16,19,13,11,11,17,14,13,12,11,15,11,12,13,13,12,14,15,14,10,9,16,15,13,15,10,11,9,14,12,14,18,15,12,11,10,12,11,15,10,13,12,11,11,15,14,10,13,19,19,17,14,13,14,15,19,12,13,18,22,15,13,11,13,13,14,18,17,13,18,13,20,11,14,19,16,14,11,16,15,14,22,14,11,12,11,17,13,14,13,18,11,21,15,11,14,12,13,18,14,17,14,11,12,15,19,13,12,12,13,12,13,13,17,17,15,13,12,15,14,13,16,19,14,14,14,14,13,16,14,12,10,18,14,14,15,16,12,16,13,12,13,14,15,13,12,18,15,13,19,15,14,16,12,13,14,15,16,10,14,14,13,16,14,12,14,14,11,14,11,14,1,3,2,7,4,2,2,5,4,3,6,4,4,5,4,5,6,3,3,4,2,4,5,4,3,5,4,3,4,3,2,6,4,6,3,2,3,7,3,2,5,6,6,7,2,6,5,8,5,4,2,3,5,5,5,0,5,3,2,3,3,2,5,4,3,4,3,4,2,4,5,2,5,5,7,4,3,1,5,5,3,7,4,8,3,2,3,4,4,5,4,3,5,4,4,4,3,4,5,5,5,6,4,4,3,3,4,4,2,5,5,5,4,2,3,3,4,4,3,6,5,4,3,3,1,4,5,3,4,3,5,5,5,4,4,4,4,2,2,4,4,4,5,2,4,6,3,4,2,4,4,5,4,4,4,3,5,2,5,6,4,3,5,6,3,5,3,3,3,6,4,3,4,5,5,5,3,4,7,2,5,1,4,3,5,4,4,3,4,7,6,1,4,6,3,2,4,7,4,4,4,6,3,7,4,5,4,3,3,5,4,3,4,7,6,3,2,6,4,4,3,4,5,6,5,4,2,6,2,5,5,3,5,5,3,2,3,6,6,4,5,4,2,4,4,7,5,4,4,4,4,5,3,6,6,5,1,6,6,6,4,4,5,4,4,5,4,1,4,4,7,6,7,3,6,7,4,3,4,2,3,2,4,4,6,4,6,4,5,2,2,2,2,4,5,4,4,3,2,2,2,5,4,4,3,7,2,3,2,4,6,4,5,3,3,5,4,3,3,6,0,0,0
9006008,12,16,10,18,13,13,12,17,9,18,9,17,10,14,11,13,11,12,17,11,12,16,12,11,11,11,16,11,13,11,13,19,12,10,13,13,16,17,12,13,10,12,11,11,11,13,14,10,14,15,15,14,13,12,12,12,14,12,13,15,15,17,14,12,14,12,11,14,14,10,11,11,12,13,9,12,12,11,10,18,14,13,14,12,10,15,10,14,14,14,10,12,14,15,10,12,9,20,13,10,12,13,13,12,11,12,13,15,12,10,15,10,12,12,14,13,13,14,12,11,10,17,10,13,16,24,14,9,9,15,12,13,13,12,14,14,12,12,12,12,13,14,13,14,12,14,11,13,15,14,11,16,10,12,11,17,10,11,17,12,12,14,9,13,14,12,15,10,12,9,11,9,11,12,14,12,8,12,12,9,10,13,10,12,10,12,9,12,11,9,8,12,12,11,15,10,14,11,8,14,17,13,12,15,11,14,12,9,13,18,9,11,10,10,12,9,18,9,12,10,9,10,15,8,12,14,13,10,15,11,13,12,14,12,11,10,16,13,14,13,12,10,12,14,10,10,8,10,15,11,12,9,11,13,13,10,12,13,9,11,14,14,15,14,9,11,11,12,12,15,14,15,12,12,12,14,10,14,10,13,14,10,12,14,11,16,18,12,16,11,17,10,16,12,15,12,16,12,10,12,10,9,17,13,12,12,13,11,11,19,10,14,21,10,12,17,14,12,15,9,2,4,7,3,5,4,5,2,3,2,3,3,5,4,4,3,5,5,5,4,4,2,3,5,2,5,4,5,4,5,3,6,3,2,5,2,5,4,6,3,6,3,4,7,1,3,2,4,6,5,5,4,2,5,2,3,6,5,3,3,5,2,3,4,4,8,2,5,3,4,3,5,6,3,4,4,2,2,3,5,4,6,5,3,6,7,1,4,6,5,3,2,4,6,4,1,4,2,5,3,6,4,4,4,4,3,6,5,6,3,3,2,2,4,4,6,6,4,3,3,6,3,4,6,7,2,6,3,7,2,4,5,3,3,3,5,5,7,5,3,5,5,4,6,5,1,3,2,4,3,3,4,3,2,4,2,2,4,3,5,2,4,5,4,5,3,6,4,5,4,4,3,2,5,3,2,4,3,3,5,2,2,1,3,0,4,3,4,2,5,3,5,4,4,4,4,3,5,4,3,6,7,4,5,5,4,5,4,2,7,5,5,5,5,3,3,1,3,5,6,5,3,6,4,2,4,2,2,3,2,3,3,4,4,1,3,4,1,2,3,2,2,3,2,2,5,2,2,4,1,6,4,6,4,3,3,2,3,5,5,4,5,1,4,3,6,3,4,4,6,3,3,5,4,5,2,1,2,2,4,5,3,3,3,3,3,2,6,6,5,3,3,6,2,6,3,5,2,6,2,2,5,6,5,3,6,3,5,3,4,5,1,3,4,4,1,5,5,5,3,0,0,0
9007009,7,6,13,7,11,12,9,6,9,8,6,7,11,10,8,13,8,7,8,7,7,12,12,7,6,6,5,7,7,8,7,8,7,8,10,9,7,7,7,7,6,7,9,5,8,12,6,7,9,8,6,8,7,5,5,5,8,8,6,5,7,8,7,9,7,8,12,7,5,9,12,8,12,7,9,6,8,7,9,7,6,7,7,11,9,9,8,10,8,8,6,8,9,9,10,6,8,8,6,10,11,7,9,10,8,10,6,9,9,8,6,6,10,13,7,8,9,13,8,7,8,13,12,7,7,14,13,10,8,9,10,6,7,7,6,8,6,8,11,9,12,12,7,8,11,13,7,10,12,11,10,7,7,8,13,10,6,7,8,9,6,7,7,9,7,6,9,6,8,8,6,8,8,9,10,10,8,9,9,8,8,7,8,8,9,7,7,10,7,6,11,8,9,8,8,7,6,7,8,8,7,8,9,7,10,11,11,6,8,7,8,9,11,6,7,10,9,8,11,13,11,8,11,7,7,7,9,11,8,10,7,9,11,10,7,6,7,11,7,8,10,7,8,12,10,8,8,12,8,14,9,7,8,13,7,10,6,14,6,11,11,11,12,7,11,6,7,9,10,9,7,14,11,7,6,10,8,7,10,8,8,7,9,11,11,7,6,9,9,7,6,9,9,8,10,8,9,13,12,8,9,8,9,8,16,7,9,12,7,8,10,7,6,9,7,7,8,7,9,8,1,2,1,4,2,0,2,1,5,2,4,1,1,1,2,4,0,3,2,2,0,5,2,4,2,1,0,3,1,4,2,0,1,2,0,2,3,4,2,3,2,2,3,3,1,1,1,3,4,1,2,0,1,1,3,1,2,2,1,1,3,1,3,3,1,2,2,1,2,5,3,2,2,1,3,3,1,4,2,2,3,1,1,2,3,2,2,4,1,4,2,2,3,1,3,3,5,2,3,1,4,3,3,2,2,2,3,1,3,4,3,2,1,4,2,5,1,4,5,1,3,2,3,1,1,3,4,4,2,1,3,3,3,3,2,3,2,1,0,3,3,3,4,1,4,2,2,2,3,1,1,2,2,3,0,4,1,1,2,3,4,2,3,5,2,2,3,3,2,3,3,0,4,3,4,1,3,4,3,3,3,0,2,1,2,6,1,2,3,1,1,2,2,2,1,0,3,4,3,2,1,3,1,4,0,3,4,4,2,2,2,2,2,1,2,4,2,2,4,2,1,2,3,2,2,1,2,5,3,3,4,3,4,5,2,2,3,6,2,5,3,3,0,3,3,2,1,1,4,2,3,4,3,1,4,3,5,1,4,2,3,4,1,3,2,2,2,4,3,1,2,2,2,2,3,2,1,3,0,2,3,1,3,1,2,6,4,3,0,3,3,3,3,2,3,2,3,4,1,5,3,4,2,3,1,4,2,2,2,3,4,4,5,3,2,3,5,1,2,2,0,0,0
