8141003,33,21,23,23,19,27,32,18,29,29,24,38,20,22,27,20,21,23,22,26,33,25,21,21,25,32,28,40,21,21,21,26,22,25,22,25,22,18,30,23,31,25,28,27,24,27,30,36,18,20,31,23,33,22,27,21,33,33,24,22,24,25,22,24,21,21,33,27,24,29,26,33,35,28,27,20,21,20,28,25,25,36,20,30,22,36,23,25,24,29,24,25,22,35,33,21,28,29,23,22,23,21,22,33,21,29,29,25,28,28,32,27,26,24,26,24,23,22,31,23,36,19,29,26,25,26,36,29,22,23,34,29,33,21,24,34,22,42,24,28,27,28,27,23,25,26,22,32,22,23,24,36,29,25,27,23,39,27,28,24,28,27,27,20,23,27,31,22,22,21,21,25,25,27,37,23,28,32,26,21,19,20,28,30,21,28,25,28,27,24,26,36,28,34,27,29,22,26,26,31,26,26,19,23,24,32,28,24,29,28,21,25,27,24,22,21,31,33,25,26,28,30,27,29,27,24,33,23,20,23,30,25,37,25,26,21,22,24,24,30,24,23,29,27,25,22,19,34,27,24,26,28,25,25,26,25,31,28,36,25,22,26,22,28,24,27,22,28,27,22,23,30,30,27,27,34,30,39,23,25,25,30,27,39,30,29,23,26,24,34,29,40,31,35,23,29,25,40,37,32,25,38,26,34,22,36,36,24,37,28,26,29,29,23,29,26,26,27,43,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,1,0,1,1,2,1,0,1,1,1,2,0,1,0,1,0,0,1,1,3,1,0,0,1,0,2,1,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,1,0,0,7,2,6,4,1,1,3,4,6,5,2,4,4,5,2,1,4,1,6,4,3,2,7,5,4,1,2,7,8,4,6,3,6,5,5,2,2,3,2,5,5,6,3,3,4,5,4,5,4,8,4,4,5,4,6,6,4,7,4,4,7,3,5,4,4,7,5,3,4,7,2,4,4,3,1,4,2,6,5,2,9,5,7,8,5,7,5,8,5,4,2,5,7,5,2,6,8,10,5,3,6,7,6,9,6,5,5,6,5,6,6,3,7,7,10,7,7,4,5,5,4,5,8,5,8,8,7,7,7,9,5,6,6,4,7,9,7,2,7,5,7,5,7,6,9,9,10,10,9,10,4,9,6,9,12,9,10,6,10,5,9,10,9,11,8,6,10,13,11,9,11,7,8,7,13,11,13,12,9,12,13,13,14,10,9,11,11,11,13,11,12,12,1,0,0
8142004,7,17,12,11,11,8,7,9,7,17,8,6,12,6,8,6,10,6,8,13,6,13,6,6,10,7,7,9,8,13,6,11,7,6,7,12,9,6,6,9,6,9,8,10,9,12,6,7,6,18,10,6,6,8,15,5,5,6,6,5,9,6,5,7,7,5,7,7,5,6,5,6,5,9,11,5,5,5,9,8,6,5,5,9,5,6,5,5,7,5,5,10,5,15,5,6,11,5,6,6,5,7,7,10,6,7,7,6,6,5,6,7,5,6,9,7,8,8,5,12,5,8,10,7,5,5,6,11,10,12,10,6,6,5,5,8,7,7,5,5,5,5,11,6,6,13,9,7,12,14,5,11,6,10,5,5,5,11,6,21,5,9,5,5,5,5,8,9,8,7,5,8,11,10,7,6,7,5,5,5,5,5,5,6,6,11,5,7,9,8,6,5,5,7,8,5,11,7,8,6,6,9,5,10,5,7,5,8,6,7,5,6,9,8,8,7,12,9,6,5,6,12,5,7,5,9,9,7,6,9,5,11,11,7,10,12,7,5,5,5,6,7,6,5,6,6,10,9,10,7,7,10,6,6,8,5,6,9,9,7,7,5,8,8,5,10,8,7,5,7,8,6,11,21,8,9,5,8,10,8,14,6,5,9,8,10,10,6,7,5,12,9,5,6,7,9,9,10,5,12,8,9,9,7,5,6,6,11,7,5,5,12,12,7,9,9,10,17,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,1,1,0,1,2,1,1,2,0,1,1,1,2,1,1,1,0,2,1,0,0,0,1,0,0,2,2,2,1,1,1,1,1,1,0,0,3,2,1,0,1,2,1,0,0,1,1,1,1,0,1,3,3,2,2,2,2,0,1,2,1,1,1,2,0,3,3,1,2,1,0,1,2,2,0,1,2,3,1,2,1,0,2,0,1,1,2,2,1,1,1,2,2,0,0,2,1,2,0,0,1,1,1,0,1,3,2,2,4,0,1,2,1,3,3,1,3,1,2,2,1,2,1,2,3,2,2,3,2,2,3,3,4,3,3,1,2,3,1,1,2,3,3,3,2,3,3,2,1,3,3,1,2,4,3,4,3,4,3,3,3,3,2,3,1,3,4,3,3,2,4,4,3,3,4,6,5,5,5,2,1,0,0
8143005,4,2,2,2,2,2,2,2,4,2,2,2,2,3,2,2,2,4,2,3,2,4,4,2,2,2,2,2,2,2,3,8,3,2,3,2,2,2,2,4,2,2,2,2,2,2,5,2,2,4,2,4,4,2,4,2,2,6,4,2,2,2,2,2,2,3,5,2,2,2,3,2,3,6,2,2,3,2,2,3,4,3,4,4,3,6,3,3,4,3,5,3,5,4,4,3,4,3,4,7,5,7,3,5,3,3,3,6,7,3,5,3,3,3,9,3,3,3,6,3,3,3,4,3,6,3,3,5,6,7,6,3,4,3,3,4,3,8,4,9,3,3,6,4,3,5,3,4,3,3,3,3,3,8,4,3,3,5,3,7,5,5,3,3,5,5,5,6,3,4,4,3,4,9,3,8,3,7,7,5,4,3,3,6,5,4,5,6,3,5,5,5,7,4,5,3,9,5,3,4,4,4,5,7,3,3,5,4,8,7,3,3,4,6,6,8,5,6,3,4,3,7,3,7,4,3,3,3,6,5,6,5,3,3,3,10,3,8,6,4,3,7,3,6,3,10,6,3,3,3,3,4,3,4,11,4,5,6,5,5,4,5,12,8,3,8,3,4,12,3,3,3,4,3,4,6,5,8,7,3,3,9,4,3,4,3,6,3,6,12,5,4,3,6,5,8,3,5,3,3,3,2,3,4,5,3,5,3,2,2,3,2,3,8,2,2,3,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,2,1,2,0,0,1,1,1,1,1,1,1,3,0,2,0,1,0,1,1,0,1,0,2,2,0,0,0,0,2,2,2,0,0,0,0,1,0,1,0,0,1,1,1,0,0,2,1,1,2,0,0,1,1,2,2,1,0,1,2,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,2,0,0,1,1,0,1,1,2,1,2,0,0,1,0,1,0,0,0,1,0,0,1,3,1,1,2,1,1,1,1,1,3,2,2,2,1,1,1,0,1,2,1,3,1,2,2,2,2,1,3,1,1,2,1,1,1,3,3,1,1,1,3,1,2,1,2,3,2,1,0,2,0,2,2,1,1,0,0,2,1,2,1,2,1,2,0,2,2,2,1,0,0
8144006,5,8,3,3,3,3,3,3,4,3,6,15,3,3,3,6,3,4,3,3,3,3,3,3,3,3,5,3,5,3,3,8,6,3,3,3,5,3,4,4,11,4,3,5,3,3,5,3,6,3,3,9,3,3,5,5,4,4,3,3,3,3,4,3,6,3,4,8,3,3,3,4,5,6,3,3,3,10,3,4,3,3,3,5,3,3,6,4,3,5,3,4,3,5,3,3,5,3,5,3,3,4,5,3,5,3,3,3,3,3,3,3,4,4,3,10,3,3,4,5,9,3,3,3,5,3,4,3,3,3,3,5,3,3,3,9,3,6,3,4,3,4,3,4,3,5,4,11,10,3,3,9,4,5,5,4,3,6,5,6,5,6,4,4,4,4,5,6,7,4,5,4,5,4,4,4,13,7,7,4,4,5,7,11,6,11,7,5,4,4,5,4,4,10,5,11,4,6,4,8,7,7,5,13,5,4,6,7,5,6,8,4,6,4,7,5,10,5,6,6,4,5,4,4,5,7,7,5,6,6,4,5,7,5,4,6,7,7,14,4,5,5,7,6,11,4,4,6,9,5,5,6,6,8,4,7,4,10,5,4,7,4,8,7,6,4,16,6,4,4,5,7,7,10,7,8,10,8,5,7,6,5,5,8,7,4,5,3,6,4,4,3,5,4,4,3,5,3,6,9,4,4,9,8,4,3,4,6,4,4,7,3,5,3,6,4,5,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,1,0,0,2,1,0,0,0,0,2,2,1,2,0,1,1,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,3,2,0,4,0,0,0,0,1,0,2,1,0,3,0,1,0,1,1,0,1,0,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,0,1,1,1,0,0,2,1,0,1,2,0,4,1,1,0,2,2,1,1,0,0,0,0,0,0,2,1,1,1,3,1,1,1,1,2,3,2,3,2,1,2,1,1,0,3,1,1,3,2,2,2,2,2,1,1,3,0,2,2,2,3,3,4,3,4,4,3,3,1,1,3,1,3,2,1,2,1,2,0,2,1,2,3,2,2,0,2,2,1,1,2,0,1,2,1,1,1,1,1,3,2,1,2,3,2,2,0,2,1,0,0
8145007,10,11,10,12,13,14,8,14,10,8,14,11,13,8,12,8,14,9,10,17,10,11,8,9,9,12,9,12,10,9,13,8,9,17,9,9,8,10,13,11,13,13,15,12,12,8,13,11,9,8,12,11,23,8,11,14,11,13,9,8,14,11,8,11,8,11,10,13,13,8,9,12,9,16,14,17,8,10,16,8,8,12,9,21,8,9,12,14,9,8,9,9,8,9,10,9,11,13,9,13,12,9,8,10,8,8,17,9,14,9,14,9,15,15,9,13,13,11,19,10,19,11,9,13,27,10,15,10,10,9,10,9,13,13,12,14,12,16,13,11,15,15,9,9,9,11,17,15,13,16,10,14,13,18,19,11,10,10,14,18,13,15,16,18,10,11,16,16,16,17,15,15,11,12,13,10,18,13,13,10,10,16,9,14,19,15,11,11,14,14,10,9,13,11,13,21,12,13,14,9,10,19,9,20,12,13,12,17,13,11,22,19,10,10,17,22,13,14,15,14,9,11,15,12,15,10,15,11,12,15,17,13,14,13,18,13,14,19,11,12,12,16,16,21,11,9,15,19,16,16,10,12,13,11,11,14,10,11,21,9,10,15,17,22,16,12,10,15,18,12,20,15,10,18,17,10,10,25,14,12,17,15,13,14,16,14,15,9,14,24,11,10,14,18,12,14,24,18,15,16,19,11,12,20,12,13,20,15,15,10,13,9,26,12,18,17,14,12,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,2,3,3,2,0,2,3,1,0,2,1,1,1,0,4,3,2,1,1,1,2,4,3,2,1,0,2,4,3,3,2,2,1,3,2,2,2,2,2,1,2,3,1,2,3,2,3,2,3,3,2,2,6,4,3,1,2,2,2,3,2,2,6,6,3,2,4,4,3,3,3,2,1,3,1,2,4,2,2,3,2,1,3,0,3,2,4,3,2,1,3,4,1,2,5,1,1,2,2,4,3,4,4,4,3,4,2,1,2,3,5,2,3,2,4,3,2,2,3,3,4,1,4,5,4,2,3,2,3,3,5,3,2,2,3,5,2,1,2,6,2,5,5,3,3,5,3,3,2,6,4,5,2,7,4,3,4,6,3,5,5,7,5,3,6,7,3,5,4,3,5,5,4,6,7,5,5,6,5,4,7,6,6,5,5,5,4,3,4,1,0,0
8146008,24,23,17,18,20,23,17,18,21,27,14,21,22,19,23,14,14,22,23,17,14,18,20,18,17,15,16,19,21,17,19,18,15,17,23,13,17,18,24,14,17,22,16,20,13,15,16,15,25,30,14,21,32,15,15,17,18,19,17,16,15,16,13,24,13,18,23,17,13,13,22,15,21,24,16,16,16,19,14,17,14,19,20,15,26,14,17,18,20,18,16,30,19,17,15,17,15,23,15,15,15,20,15,18,13,17,17,18,13,19,19,22,24,25,14,19,19,15,23,19,17,17,24,16,24,15,21,21,19,14,15,18,17,18,22,22,17,17,20,20,20,16,20,24,17,29,20,19,14,22,15,21,17,21,14,22,21,19,19,19,15,18,19,17,18,18,25,20,23,17,17,19,20,20,25,14,16,20,20,19,28,24,17,18,32,20,21,20,24,19,14,18,22,19,20,20,15,22,16,17,23,21,19,24,15,13,27,17,25,22,24,28,22,25,21,13,16,17,23,15,18,18,18,16,20,23,17,23,18,23,22,25,19,22,25,22,16,23,19,26,17,18,27,20,19,16,18,20,23,25,22,25,18,20,16,19,25,26,26,23,25,25,17,24,23,19,23,24,24,20,23,16,20,20,31,19,22,25,23,22,17,20,40,19,26,24,21,17,22,20,20,19,28,19,32,20,20,16,27,21,17,21,16,19,17,19,23,22,18,24,19,24,22,16,22,20,27,23,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,2,1,0,0,0,1,1,0,0,1,0,1,3,2,3,1,4,5,3,0,3,4,4,4,1,2,4,2,1,3,2,2,4,2,4,2,2,1,2,3,5,1,3,2,3,2,2,3,5,5,3,2,5,2,2,6,4,4,3,1,3,4,4,1,3,2,6,3,6,5,3,3,5,4,1,4,5,5,4,5,3,2,4,4,2,3,3,1,4,4,3,8,5,2,5,4,2,4,1,4,4,4,1,3,2,4,6,3,5,5,3,4,7,3,9,2,2,6,5,6,5,5,6,3,3,6,8,5,2,4,5,6,8,3,3,8,7,6,4,5,5,7,8,6,5,6,6,3,6,5,7,6,4,3,2,2,9,6,6,3,8,9,9,8,9,8,5,5,7,6,8,6,6,6,7,4,10,6,11,10,5,8,6,5,8,4,7,6,5,8,5,9,7,8,8,8,9,13,9,8,8,8,10,10,1,0,0
8147009,12,7,12,10,8,7,6,7,9,6,14,6,8,11,6,9,6,7,6,6,6,6,7,7,8,9,7,10,6,8,8,8,9,6,11,5,10,5,12,15,5,9,5,13,5,8,8,7,5,5,9,6,11,10,14,13,5,5,5,5,7,9,6,7,11,5,6,6,10,10,9,5,5,7,7,5,8,5,10,6,5,7,6,5,5,6,5,5,7,6,11,6,5,5,7,5,9,5,7,9,10,6,6,7,5,5,5,6,6,8,11,7,6,12,7,8,6,8,9,6,10,6,8,6,10,10,10,6,6,6,11,11,12,9,6,7,8,13,6,11,6,14,7,7,6,7,6,6,11,11,6,7,11,7,7,10,10,14,16,11,9,7,7,15,6,6,10,13,7,6,8,8,8,9,7,11,8,7,11,8,8,6,8,11,6,8,16,10,12,6,7,6,6,11,8,10,10,13,6,6,7,8,9,11,8,8,7,7,8,12,6,6,13,14,9,9,10,9,7,7,10,12,7,7,9,10,6,12,8,14,17,8,7,8,7,10,8,9,9,14,8,12,7,11,6,6,12,7,7,8,12,7,10,14,8,9,12,12,12,9,11,8,9,6,9,8,9,7,13,13,8,10,20,6,8,19,8,11,11,10,7,10,9,11,7,9,6,9,10,10,9,14,9,10,8,6,10,10,13,17,12,11,12,9,13,11,8,7,10,8,14,9,9,6,7,14,11,7,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1,2,0,2,0,0,1,0,1,2,1,3,2,1,1,1,1,4,1,3,2,2,1,0,1,1,1,1,0,0,1,0,1,0,3,2,1,2,0,3,1,1,4,2,0,0,1,2,1,0,3,0,1,3,0,2,2,3,2,2,0,2,1,1,1,2,1,1,2,1,0,2,0,1,2,2,1,1,2,4,2,1,4,3,3,1,4,1,2,5,0,5,3,4,2,3,1,2,0,1,0,4,2,1,5,3,3,3,0,0,2,2,1,2,3,1,2,3,1,1,2,1,1,2,5,3,2,1,3,2,1,2,1,3,1,1,3,1,3,0,4,2,3,4,3,4,1,3,2,2,2,3,4,6,3,2,3,5,4,2,3,3,4,4,4,4,3,2,3,4,3,4,6,3,5,1,5,6,3,4,4,4,5,4,3,1,0,0
8148010,9,3,3,3,3,3,4,14,5,8,3,3,3,5,5,3,5,3,11,3,3,3,7,3,3,5,3,4,3,8,3,6,3,3,5,3,3,9,3,3,3,5,3,3,4,4,6,4,4,8,4,8,5,4,5,8,4,5,8,4,4,10,6,4,4,7,4,9,4,4,4,5,12,5,6,4,5,4,7,4,6,4,4,5,4,6,8,5,13,9,4,4,4,13,4,5,4,4,5,7,4,4,7,4,5,5,4,6,7,8,4,4,6,6,7,6,4,6,6,4,5,4,4,5,5,4,4,8,5,7,5,4,14,4,6,8,4,6,4,6,5,4,7,4,8,4,5,4,5,5,6,9,5,4,6,8,4,8,4,6,6,8,4,6,5,5,9,7,4,8,4,4,7,9,4,9,5,5,5,8,5,5,12,7,9,4,5,5,7,7,5,4,10,4,4,7,7,4,5,10,4,4,9,4,9,7,6,5,5,6,4,5,6,4,4,5,10,6,5,7,4,5,4,4,5,5,8,4,4,11,4,4,7,4,4,9,8,7,9,7,4,9,11,6,8,4,4,7,5,5,8,7,8,8,5,6,5,8,8,6,5,4,6,11,4,4,5,7,6,6,5,8,5,9,5,22,5,8,5,4,8,10,4,11,5,6,5,7,5,10,6,7,4,4,8,5,6,12,5,4,6,3,7,10,5,3,4,10,3,5,3,4,7,4,6,3,8,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,1,1,1,2,1,0,1,0,1,2,1,0,2,0,0,0,1,1,0,0,2,1,0,2,0,1,1,0,1,0,0,1,1,0,0,1,0,2,2,1,1,1,0,0,2,1,1,2,2,0,0,0,1,1,2,1,1,1,2,0,1,2,0,2,3,1,2,2,1,2,2,0,1,1,1,0,2,2,1,0,1,1,1,1,2,1,2,0,0,0,1,0,1,2,3,0,2,1,0,1,0,3,0,2,0,1,1,0,3,3,0,0,3,2,2,1,2,1,1,4,2,1,1,1,1,0,1,1,2,2,1,1,0,2,1,3,2,1,2,2,3,1,1,2,0,0,3,2,3,1,1,3,2,1,2,2,2,1,2,2,3,3,3,2,0,1,1,2,1,3,2,1,1,1,3,1,2,2,1,1,1,2,1,3,1,2,1,0,0
8149011,17,14,23,13,18,14,20,12,23,15,12,20,18,15,13,16,17,18,20,14,13,23,30,13,13,16,13,14,20,16,23,13,15,15,17,15,15,19,11,11,20,12,15,17,17,17,18,12,13,15,21,14,12,24,14,13,15,14,18,18,13,14,16,14,15,16,17,19,16,14,21,17,25,14,13,21,16,13,17,18,14,22,12,15,12,12,14,20,16,16,16,18,14,17,13,22,15,13,13,15,14,22,12,16,12,13,16,20,16,15,20,17,19,17,19,21,16,15,23,16,12,18,16,32,20,12,19,21,15,20,18,24,18,17,18,14,22,17,12,18,15,12,17,14,17,24,12,12,14,24,13,22,17,19,18,30,19,18,14,12,17,15,16,20,15,20,15,21,16,16,24,16,14,15,14,20,22,17,22,20,20,27,15,19,20,14,13,18,16,16,27,13,15,20,26,12,21,23,21,22,17,15,16,21,19,12,21,22,20,17,18,13,17,17,22,20,16,20,18,13,20,28,19,19,16,14,12,15,18,15,14,20,16,23,26,18,16,18,15,17,22,18,16,17,13,20,17,27,17,16,18,18,21,23,19,16,13,26,14,14,23,13,12,21,13,12,22,14,16,19,12,16,13,17,22,20,16,20,25,18,25,16,21,14,16,29,20,19,21,18,17,19,17,20,13,21,17,21,19,23,22,22,18,23,20,20,17,24,18,22,20,22,23,27,22,16,17,18,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,3,3,2,1,3,3,3,3,3,1,6,2,4,4,2,3,4,3,4,3,1,1,3,4,4,1,4,1,5,2,2,4,3,1,4,2,3,0,1,3,1,2,2,3,2,4,3,2,3,4,0,2,3,1,3,1,1,1,5,2,3,2,4,1,1,3,6,5,5,4,2,5,4,3,4,5,3,3,4,3,2,3,5,5,5,3,6,6,3,5,1,6,6,2,3,4,3,5,4,2,5,6,3,3,6,2,3,2,3,3,5,5,3,2,4,4,4,1,3,4,3,4,4,3,4,5,5,3,7,2,4,6,3,3,9,3,3,6,6,4,2,5,4,6,3,5,8,6,10,8,7,4,6,6,5,5,4,6,4,6,6,5,3,8,7,6,10,7,5,8,6,8,5,9,4,4,8,9,9,7,9,8,8,7,8,5,7,9,6,1,0,0
8150012,11,23,16,7,17,7,13,9,7,11,9,17,8,7,18,7,7,7,9,10,13,10,7,8,8,7,7,13,12,9,7,7,9,7,9,9,7,11,9,12,11,7,11,11,7,8,14,9,10,16,12,9,13,7,8,9,11,7,7,14,7,10,12,8,8,10,10,9,6,6,6,9,11,9,6,8,8,10,7,6,6,7,9,14,6,8,6,11,6,7,6,6,10,6,7,18,13,6,8,11,7,6,8,8,15,10,8,9,10,6,8,11,8,6,7,11,12,9,8,10,8,8,7,8,7,9,7,9,10,8,11,19,12,12,11,7,8,9,12,7,11,8,8,9,17,8,10,7,8,14,11,9,7,9,11,7,12,8,8,8,17,8,12,12,15,8,10,13,9,8,10,11,11,11,13,7,9,11,9,9,10,7,12,7,16,9,8,8,10,10,13,14,12,12,14,23,9,8,7,13,14,7,9,14,13,12,9,14,10,10,10,11,11,10,13,12,10,11,9,15,13,13,8,11,7,14,10,10,8,13,10,13,7,7,15,9,9,7,8,8,8,9,11,11,12,9,14,11,10,11,11,13,9,7,14,14,11,12,9,7,10,11,17,7,9,18,10,11,10,7,13,12,13,7,8,10,8,12,11,7,9,9,11,8,13,8,13,14,12,12,12,7,18,10,13,16,11,8,12,8,14,10,9,8,10,19,15,17,11,11,12,25,16,15,17,7,19,17,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,3,1,1,0,1,4,2,1,2,0,3,1,1,4,1,2,1,1,2,4,1,1,2,1,0,2,0,1,4,3,0,1,2,1,1,2,1,3,1,2,0,1,2,4,4,0,2,4,3,0,2,1,3,0,0,2,3,3,4,1,2,3,2,1,2,3,3,2,1,1,4,1,2,2,2,1,2,1,3,4,5,3,2,1,4,2,2,2,4,3,4,1,3,4,3,4,1,4,3,5,1,2,1,1,4,1,3,5,2,3,4,1,4,3,1,2,2,2,4,2,0,1,3,2,1,3,3,2,3,4,3,4,3,1,5,2,3,2,2,3,2,2,4,5,3,4,4,3,2,3,4,2,2,4,4,3,4,2,3,4,5,3,4,5,4,4,4,4,5,2,4,5,4,5,3,7,4,7,3,3,6,5,5,3,4,5,4,5,5,1,0,0
